"the_geom","OBJECTID","landmarkno","address","yearbuilt","Name","proptype","yeardes","desage","crit1","crit2","crit3","crit1txt","crit2txt","crit3txt","sigsum","context","style","archbuild","sigperson","ntlreg","doccontext","potcontext","legbus","culturaldist","potcultural","idencultural","culturalsum","cultural_1","rbrp","desdoc","pimlink","largephoto","thumbail","status","description"
"MULTIPOLYGON (((-122.432891281907 37.794041903411, -122.43306169624 37.794020125429, -122.433094229215 37.794180612146, -122.432744667232 37.79422528327, -122.432713326759 37.794070206875, -122.432721967445 37.794069104306, -122.432892380879 37.794047326323, -122.432891281907 37.794041903411)))","111","38","2550 Webster Street","1,896","Bourne Mansion","Residential - SF","1,971","75","N","Y","Y",,"Associated with individuals important to local, state, or national history","Significant for architecture or design or is the work of a master","Associated with individuals important to local, state, or national history; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake, Architectural Styles, Victorian Era, Italianate or Late 19th/Early 20th Century Revivals, Georgian Revival","Italianate-Nomination; Georgian-PIM","Willis Polk; Bruce Porter, interior murals","William Bowers Bourn II",,"World Events - UN organizing conference",,,,,,,"N","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM38.pdf","https://sfplanninggis.org/pim?search=0580/013","https://sfplanninggis.org/Preservation/Landmarks/Large/38.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/38.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.402085231848 37.796662401049, -122.402119340435 37.796824949912, -122.402019655982 37.796837356059, -122.401985545596 37.796674806297, -122.402085231848 37.796662401049)))","215","27","701 Sansome Street","1,906","Grogan-Atherton-Lent Building","OFFICE","1,970","64",,,,,,,,"Gold Rush to Earthquake: Early Settlment, Commerical; Reconstruction; Architectural Styles, Early Settlement Era?; Events: 1906 Earthquake/Burn Areas","Brick Italianate",,"Faxon Dean Atherton; Thomas Church","Yes - Part of Jackson Square Historic District",,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM27.pdf","https://sfplanninggis.org/pim?search=0175/004","https://sfplanninggis.org/Preservation/Landmarks/Large/27.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/27.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.425572260951 37.774111871965, -122.425540553554 37.773955281111, -122.425506376618 37.773786488256, -122.425601987142 37.773774327623, -122.425667648443 37.77409974101, -122.425572260951 37.774111871965)))","293","48","294 Page Street","1,878","Dietle Residence","Residential - SF","1,972","94","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Architectural Styles, Victorian Era, Stick/Eastlake","Stick / Eastlake","Henry Geilfuss","Charles Deitle; John Demartini",,,"German-American",,,"German; Italian",,"Landmark is associated with a social, ethnic, or cultural group","Y",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM48.pdf","https://sfplanninggis.org/pim?search=0839/017","https://sfplanninggis.org/Preservation/Landmarks/Large/48.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/48.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.442864341616 37.773766209443, -122.442757583995 37.773779799998, -122.442702532896 37.773509247054, -122.44280929861 37.773495694271, -122.442864341616 37.773766209443)))","144","128","301 Lyon Street","1,897","Clunie House","Residential - SF","1,981","84","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Residential, Streetcar Suburb, Evolution; Victorian-Era, Queen Anne","Queen Anne","William Curlett","Thomas J. Clunie",,,,,,,,,"N","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM128.pdf","https://sfplanninggis.org/pim?search=1207/008","https://sfplanninggis.org/Preservation/Landmarks/Large/128.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/128.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.401221179414 37.794067659095, -122.401287880331 37.79439154993, -122.40034831902 37.794511289265, -122.400281621699 37.79418739843, -122.401221179414 37.794067659095)))","174","158","400 Sansome Street","1,919","Federal Reserve Bank Building","Government","1,983","64","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Great Constructions: Govt & Infrastructure, Finance/Federal Reserve; Late 19th & Early 20th Revivals, Classical Revival","Classical","George Kelham; H.J. Brunnier, Engineer; Jules Guerin, Artist; Walker Co., Contractor","George Kelham, H.J. Brunnier, Jules Guerin","Yes",,,,,,,,"N","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM158.pdf","https://sfplanninggis.org/pim?search=0229/003","https://sfplanninggis.org/Preservation/Landmarks/Large/158.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/158.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.459275394244 37.784465503181, -122.459692462937 37.784446204629, -122.459697285102 37.784512907345, -122.459702240366 37.784581452772, -122.459706999578 37.784647310125, -122.459689728098 37.784648108723, -122.459694683363 37.78471665505, -122.459577228306 37.784722088754, -122.459294935613 37.784735151406, -122.459275394244 37.784465503181)))","290","169","325 Arguello Boulevard","1,929","Campfire Girls Building","Institutional","1,984","55","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Great Constructions; Private & Public Institutional, clubs/orgs; Edwardian Era & Early 20th c. period, Craftsman","Craftsman","Henry Gutterson",,,,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM169.pdf","https://sfplanninggis.org/pim?search=1432/003","https://sfplanninggis.org/Preservation/Landmarks/Large/169.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/169.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.445353417726 37.759402851061, -122.445065657154 37.75938278179, -122.445069309301 37.759366775656, -122.445072609813 37.759350720959, -122.445075555093 37.759334623994, -122.445078146939 37.759318488358, -122.445080383553 37.759302317648, -122.445082264035 37.759286119959, -122.445083790185 37.759269898887, -122.445084956605 37.759253658929, -122.445085767794 37.759237403683, -122.445086220153 37.759221141243, -122.44508631728 37.759204874306, -122.445086053778 37.759188609167, -122.445085434145 37.759172350324, -122.445084456582 37.759156102272, -122.445083122888 37.75913986861, -122.445081433062 37.75912365833, -122.445079386205 37.759107474131, -122.445076984115 37.75909131781, -122.445074226794 37.759075199261, -122.445071116938 37.759059121182, -122.44506765275 37.759043088968, -122.445063837826 37.759027106216, -122.445059670367 37.759011179223, -122.445055154871 37.758995313383, -122.445050291338 37.758979511395, -122.445045079767 37.758963778656, -122.445038315066 37.758944844329, -122.445388385166 37.758889250938, -122.445400776924 37.758910000097, -122.445428499426 37.758956416805, -122.445461530625 37.75901172601, -122.445491964582 37.759062683396, -122.445451454621 37.759162146616, -122.445427476896 37.759221017136, -122.44540432385 37.759277865082, -122.445381169006 37.759334713027, -122.445353417726 37.759402851061)))","67","79","3224 Market Street","1,867","Miller-Joost House","Residential - SF","1,975","108","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Early Settlement, Residential; Architectural Styles, Italianate","Italianate",,"Behrend Joost",,,,,,,,,"N","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM79.pdf","https://sfplanninggis.org/pim?search=2704/040","https://sfplanninggis.org/Preservation/Landmarks/Large/79.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/79.jpg","Adopted","Originally part of a milk ranch, this house was constructed about 1867 by Adam Miller, a German born carpenter. Miller’s son-in-law, Behrend Joost, developed the springs on the property, forming the Mountain Spring Water Company and suppling water to his neighbors. The house was constructed in three stages but is unified by its Italianate bracketed window surrounds."
"MULTIPOLYGON (((-122.402688320809 37.796450627794, -122.402639852747 37.796212777798, -122.402821992441 37.796189751556, -122.402868932555 37.796428151038, -122.402688320809 37.796450627794)))","256","12","451-461 Jackson Street","1,866","Hotaling Building","Mixed-Use Office","1,969","103","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Early Settlment, Commerical; Architectural Styles, Early Settlement Era?","Brick Italianate",,"Anson Parsons Hotaling; Dorothy and Harry Lawenda","Yes - Part of Jackson Square Historic District",,"Women's History - Dorothy Kneedler Lawenda",,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM12.pdf","https://sfplanninggis.org/pim?search=0196/019","https://sfplanninggis.org/Preservation/Landmarks/Large/12.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/12.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.402385776282 37.793013713013, -122.402684763991 37.792975603342, -122.402748301093 37.79328410228, -122.402512525832 37.793314154025, -122.402512050091 37.79331183917, -122.402448834946 37.793319897096, -122.402385776282 37.793013713013)))","271","161","400 Montgomery Street","1,907","The Kohl Building (Alvinza
Hayward Building)","OFFICE","1,983","76","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Reconstruction Era; Commercial, Downtown Core; Late 19th/Early 20th c. Revival Period, Beaux Arts","Beaux Arts",,,,,,,,,,,,,"https://sfplanninggis.org/docs/landmarks_and_districts/LM161.pdf","https://sfplanninggis.org/pim?search=0239/009","https://sfplanninggis.org/Preservation/Landmarks/Large/161.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/161.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.406282038685 37.791745078073, -122.406350396154 37.791736452675, -122.406339229272 37.791682246039, -122.406305728626 37.791519623432, -122.407243952646 37.79140123398, -122.407398133317 37.792149624606, -122.406331191131 37.792281575834, -122.406292805369 37.792095233608, -122.4064210379 37.792079375863, -122.406382653037 37.791893033637, -122.406314261394 37.79190149266, -122.406282038685 37.791745078073)))","131","167","600 Stockton Street","1,909","Met Life-Pacific Coast Head Office","Commercial","1,984","75","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Reconstruction; Commercial: Downtown Core: Merchants and Leaders; Late 19th/early 20th century revival styles, Classical Revival","Classical Revival","Original building and 1914 addition: Napoleon LeBrun & Sons",,,,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM167.pdf","https://sfplanninggis.org/pim?search=0257/012","https://sfplanninggis.org/Preservation/Landmarks/Large/167.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/167.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.416987430725 37.798600669386, -122.417027347134 37.798795851947, -122.416933349994 37.798807723897, -122.416959960933 37.798937845905, -122.416953126086 37.798938710153, -122.41691930708 37.798773346413, -122.416926143726 37.798772483064, -122.416893436283 37.798612541336, -122.416987430725 37.798600669386)))","276","220","1088 Green Street","1,908","Engine Company Number 31 Fire
House","Government","1,998","90","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Reconstruction: Architectural Styles, Late 19th/Early 20th Revivals, Tudor Revival; Master Architect","Tudor Revival","Newton J. Tharp","Louise S. Davies","Yes",,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM220.pdf","https://sfplanninggis.org/pim?search=0121/010","https://sfplanninggis.org/Preservation/Landmarks/Large/220.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/220.jpg","Adopted","Coming Soon!"
